time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2005-02-10T02:19:45.010Z,8.849,94.033,30,4.4,mb,30,94.1,NA,0.85,us,usp000dftw,2014-11-07T01:24:57.851Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,12,reviewed,us,us
2005-02-10T02:15:51.050Z,8.923,94,30,4,mb,14,103.5,NA,0.71,us,usp000dftv,2014-11-07T01:24:57.849Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,1,reviewed,us,us
2005-02-10T02:11:41.300Z,8.719,93.643,30,4.2,mb,14,109.3,NA,1.11,us,usp000dftu,2014-11-07T01:24:57.847Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,2,reviewed,us,us
2005-02-10T01:37:27.270Z,7.98,94.401,30,4.8,mb,34,88.3,NA,1.41,us,usp000dfts,2014-11-07T01:24:57.842Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,18,reviewed,us,us
2005-02-10T01:34:30.990Z,8.105,94.286,30,5,mwc,117,81.8,NA,0.78,us,usp000dftr,2016-11-10T01:01:12.113Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-02-09T23:12:31.790Z,14.565,92.422,25,4.5,mb,15,160.1,NA,0.88,us,usp000dftf,2014-11-07T01:24:57.809Z,"Andaman Islands, India region",earthquake,NA,NA,NA,5,reviewed,us,us
2005-02-09T21:45:44.950Z,10.768,93.368,45.5,4.2,mb,14,109.2,NA,0.5,us,usp000dftc,2014-11-07T01:24:57.804Z,"Andaman Islands, India region",earthquake,NA,23.1,NA,2,reviewed,us,us
2005-02-09T21:21:06.260Z,36.531,71.018,194.2,4,mb,13,200.3,NA,0.91,us,usp000dftb,2014-11-07T01:24:57.803Z,"Hindu Kush region, Afghanistan",earthquake,NA,20.6,NA,3,reviewed,us,us
2005-02-09T18:37:13.270Z,14.626,92.67,30,4.5,mb,14,174,NA,0.95,us,usp000dft3,2014-11-07T01:24:57.721Z,"Andaman Islands, India region",earthquake,NA,NA,NA,3,reviewed,us,us
2005-02-09T16:40:33.730Z,5.061,94.59,30,4.1,mb,10,121.1,NA,0.96,us,usp000dfsx,2014-11-07T01:24:57.704Z,"northern Sumatra, Indonesia",earthquake,NA,NA,NA,3,reviewed,us,us
2005-02-09T15:55:55.140Z,34.733,73.577,17.6,4.3,mb,26,125.2,NA,0.8,us,usp000dfsw,2014-11-07T01:24:57.700Z,Pakistan,earthquake,NA,39.3,NA,12,reviewed,us,us
2005-02-09T14:06:28.310Z,8.692,93.766,30,4.4,mb,25,109.4,NA,0.9,us,usp000dfsr,2014-11-07T01:24:57.682Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,8,reviewed,us,us
2005-02-09T13:27:25.340Z,4.797,95.117,44.5,6,mwb,500,53.5,NA,0.83,us,usp000dfsp,2016-11-10T01:01:10.585Z,"northern Sumatra, Indonesia",earthquake,NA,5.8,NA,NA,reviewed,us,us
2005-02-09T12:49:26.670Z,10.822,93.165,30,4.6,mb,9,282.1,NA,0.69,us,usp000dfsj,2014-11-07T01:24:57.620Z,"Andaman Islands, India region",earthquake,NA,NA,NA,1,reviewed,us,us
2005-02-09T12:06:42.320Z,7.796,94.036,30,4.2,mb,14,110.5,NA,0.9,us,usp000dfsf,2014-11-07T01:24:57.615Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,3,reviewed,us,us
2005-02-09T10:37:28.190Z,16.185,93.057,10,4.4,mb,8,210.7,NA,0.81,us,usp000dfsa,2014-11-07T01:24:57.601Z,Bay of Bengal,earthquake,NA,NA,NA,2,reviewed,us,us
2005-02-09T02:45:57.780Z,6.801,92.618,25.1,5.1,mwc,224,54.1,NA,0.75,us,usp000dfrh,2016-11-10T01:01:10.095Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-02-09T01:39:10.140Z,13.552,92.83,30,4.5,mb,30,173.4,NA,0.74,us,usp000dfre,2014-11-07T01:24:57.485Z,"Andaman Islands, India region",earthquake,NA,NA,NA,11,reviewed,us,us
2005-02-08T21:20:40.180Z,8.469,94.112,30,4.7,mb,39,86,NA,1.41,us,usp000dfr2,2014-11-07T01:24:57.446Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,27,reviewed,us,us
2005-02-08T07:20:58.940Z,19.819,95.803,16,4.8,mwc,195,55.2,NA,0.71,us,usp000dfq3,2016-11-10T01:01:08.081Z,Myanmar,earthquake,NA,8.6,NA,NA,reviewed,us,hrv
2005-02-08T06:40:48.500Z,4.676,94.739,30,4.6,mb,6,139.1,NA,1.23,us,usp000dfq0,2014-11-07T01:24:57.266Z,off the west coast of northern Sumatra,earthquake,NA,NA,NA,5,reviewed,us,us
2005-02-08T04:39:31.420Z,4.916,94.336,30,4.6,mb,26,181.9,NA,0.95,us,usp000dfpw,2014-11-07T01:24:57.258Z,off the west coast of northern Sumatra,earthquake,NA,NA,NA,17,reviewed,us,us
2005-02-08T04:13:56.390Z,27.76,86.072,14.6,4.1,mb,16,118.8,NA,1.2,us,usp000dfpv,2014-11-07T01:24:57.255Z,Nepal,earthquake,NA,6.1,NA,6,reviewed,us,us
2005-02-08T03:35:04.840Z,27.738,86.092,10,4.9,mb,99,81.2,NA,0.86,us,usp000dfpt,2014-11-07T01:24:57.239Z,Nepal,earthquake,NA,NA,NA,63,reviewed,us,us
2005-02-08T01:51:35.940Z,27.82,86.033,14.4,4.2,mb,15,101.2,NA,1.89,us,usp000dfph,2014-11-07T01:24:57.154Z,Nepal,earthquake,NA,14.8,NA,8,reviewed,us,us
2005-02-08T01:36:49.330Z,22.97,94.329,97.3,4.4,mb,19,87,NA,0.79,us,usp000dfpg,2014-11-07T01:24:57.152Z,Myanmar,earthquake,NA,7.7,NA,8,reviewed,us,us
2005-02-07T23:55:49.740Z,31.288,95.601,10,4.3,mb,9,109.9,NA,0.8,us,usp000dfpc,2014-11-07T01:24:57.143Z,Xizang-Qinghai border region,earthquake,NA,NA,NA,3,reviewed,us,us
2005-02-07T16:46:52.060Z,4.149,93.189,30,4.7,mb,36,120,NA,0.97,us,usp000dfny,2014-11-07T01:24:56.986Z,off the west coast of northern Sumatra,earthquake,NA,NA,NA,23,reviewed,us,us
2005-02-07T15:57:52.180Z,10.586,92.628,30,4.4,mb,6,210.4,NA,0.75,us,usp000dfnv,2014-11-07T01:24:56.981Z,"Andaman Islands, India region",earthquake,NA,NA,NA,4,reviewed,us,us
2005-02-07T14:28:21.820Z,13.755,92.974,30,4.3,mb,15,189.6,NA,0.95,us,usp000dfnt,2014-11-07T01:24:56.977Z,"Andaman Islands, India region",earthquake,NA,NA,NA,8,reviewed,us,us
2005-02-07T01:26:56.390Z,13.424,92.835,54.5,4.2,mb,10,115.8,NA,1.23,us,usp000dfn6,2014-11-07T01:24:56.879Z,"Andaman Islands, India region",earthquake,NA,17.5,NA,8,reviewed,us,us
2005-02-07T00:14:19.910Z,7.43,93.704,56,4.7,mb,46,85.7,NA,1.05,us,usp000dfn5,2014-11-07T01:24:56.873Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,32,reviewed,us,us
2005-02-06T23:12:58.850Z,7.365,92.271,32.8,4.5,mb,29,108.4,NA,0.98,us,usp000dfn0,2014-11-07T01:24:56.854Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,17,reviewed,us,us
2005-02-06T23:01:41.030Z,13.343,91.917,30,4.5,mb,31,86.5,NA,1.33,us,usp000dfmz,2014-11-07T01:24:56.850Z,"Andaman Islands, India region",earthquake,NA,NA,NA,22,reviewed,us,us
2005-02-06T18:39:23.590Z,5.147,94.163,30,4.5,mb,20,211.3,NA,1.09,us,usp000dfmp,2014-11-07T01:24:56.812Z,"northern Sumatra, Indonesia",earthquake,NA,NA,NA,13,reviewed,us,us
2005-02-06T16:25:21.850Z,7.811,94.158,17.3,4.7,mb,40,81.6,NA,1.02,us,usp000dfmg,2014-11-07T01:24:56.795Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,23,reviewed,us,us
2005-02-06T11:12:46.600Z,8.346,92.595,39,4.8,mb,42,89,NA,1.09,us,usp000dfm5,2014-11-07T01:24:56.763Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,21,reviewed,us,us
2005-02-06T07:16:46.790Z,11.009,92.266,30,4.2,mb,10,170.7,NA,1.33,us,usp000dfkq,2014-11-07T01:24:56.713Z,"Andaman Islands, India region",earthquake,NA,NA,NA,5,reviewed,us,us
2005-02-06T06:07:55.130Z,8.07,94.062,18.4,5.4,mwb,231,66.4,NA,0.86,us,usp000dfkk,2016-11-10T01:01:03.237Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,us
2005-02-06T04:51:08.380Z,13.784,93.286,30,4.2,mb,10,186.5,NA,0.77,us,usp000dfkf,2014-11-07T01:24:56.674Z,"Andaman Islands, India region",earthquake,NA,NA,NA,4,reviewed,us,us
2005-02-06T04:24:18.630Z,13.855,93.58,35.6,5.4,mwb,429,49.5,NA,0.77,us,usp000dfkd,2016-11-10T01:01:02.763Z,"Andaman Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,us
2005-02-05T22:58:14.140Z,7.878,94.231,30,4.4,mb,27,97.5,NA,1.15,us,usp000dfjy,2014-11-07T01:24:56.567Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,20,reviewed,us,us
2005-02-05T17:35:46.880Z,8.106,94.185,30,5.9,mwc,355,71.6,NA,0.93,us,usp000dfjf,2016-11-10T01:00:59.783Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-02-05T12:56:55.410Z,5.056,95.076,30,4.4,mb,7,204.4,NA,1.12,us,usp000dfj3,2014-11-07T01:24:56.386Z,"northern Sumatra, Indonesia",earthquake,NA,NA,NA,5,reviewed,us,us
2005-02-05T10:47:49.850Z,34.679,73.367,21.6,4.8,mb,111,42.2,NA,0.92,us,usp000dfhw,2014-11-07T01:24:56.268Z,Pakistan,earthquake,NA,13.1,NA,69,reviewed,us,us
2005-02-05T08:14:02.490Z,13.683,92.786,30,4.5,mb,14,106.3,NA,1.37,us,usp000dfhr,2014-11-07T01:24:56.250Z,"Andaman Islands, India region",earthquake,NA,NA,NA,4,reviewed,us,us
2005-02-05T08:00:27.540Z,8.061,94.051,17.2,5.4,mwb,430,59.2,NA,0.81,us,usp000dfhq,2016-11-09T05:34:55.665Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,us
2005-02-05T04:21:23.810Z,9.971,92.943,30,4.6,mb,27,93.8,NA,1.02,us,usp000dfhh,2014-11-07T01:24:56.149Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,14,reviewed,us,us
2005-02-05T04:18:54.970Z,10.011,92.982,30,5,mb,29,86,NA,1.07,us,usp000dfhg,2014-11-07T01:24:56.143Z,"Andaman Islands, India region",earthquake,NA,NA,NA,17,reviewed,us,us
2005-02-05T03:07:07.630Z,10.102,93.12,30,4.6,mb,21,124.1,NA,0.77,us,usp000dfh9,2014-11-07T01:24:55.988Z,"Andaman Islands, India region",earthquake,NA,NA,NA,10,reviewed,us,us
2005-02-05T01:58:11.510Z,13.581,92.788,30,4.6,mb,42,87.2,NA,0.98,us,usp000dfh7,2014-11-07T01:24:55.971Z,"Andaman Islands, India region",earthquake,NA,NA,NA,20,reviewed,us,us
2005-02-04T21:24:22.710Z,7.009,92.431,36.2,4.5,mb,6,148.2,NA,0.48,us,usp000dfh0,2014-11-07T01:24:55.940Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,6,reviewed,us,us
2005-02-04T17:53:04.250Z,7.965,94.209,22.8,4.7,mb,33,81.7,NA,1.1,us,usp000dfgs,2014-11-07T01:24:55.854Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,19,reviewed,us,us
2005-02-04T09:44:53.180Z,7.881,94.319,21.4,5.4,mwc,85,81.9,NA,1,us,usp000dfga,2016-11-10T01:00:56.330Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-02-04T04:36:10.610Z,8.061,94.727,30,4.7,mb,9,193,NA,0.62,us,usp000dffz,2014-11-07T01:24:55.618Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,9,reviewed,us,us
2005-02-04T03:41:13.730Z,7.882,95.058,19.3,4.5,mb,12,278.6,NA,0.44,us,usp000dffx,2014-11-07T01:24:55.608Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,9,reviewed,us,us
2005-02-03T20:13:29.840Z,26.125,95.563,75.5,4.9,mwc,236,59.7,NA,0.75,us,usp000dffd,2016-11-10T01:00:54.327Z,Myanmar-India border region,earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-02-03T04:51:17.270Z,5.623,93.249,30,5.5,mwc,178,58.5,NA,0.89,us,usp000dfeb,2016-11-10T01:00:53.321Z,off the west coast of northern Sumatra,earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-02-02T20:41:05.090Z,6.829,92.836,19.4,4.8,mwc,99,74.2,NA,0.78,us,usp000dfdx,2016-11-10T01:00:52.297Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-02-02T14:58:08.630Z,6.428,90.377,17.9,5.1,mwc,61,71.9,NA,1.05,us,usp000dfdr,2016-11-10T01:00:51.798Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-02-02T13:22:37.240Z,8.319,94.312,18.3,5.1,mwc,79,63.2,NA,1.31,us,usp000dfdj,2016-11-10T01:00:50.816Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-02-02T09:04:27.740Z,5.274,94.501,45.6,5.2,mwc,102,59.4,NA,0.85,us,usp000dfd6,2016-11-10T01:00:50.326Z,"northern Sumatra, Indonesia",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-02-02T04:29:46.340Z,9.915,93.956,46.9,4.7,mb,29,74.1,NA,0.95,us,usp000dfcy,2014-11-07T01:24:54.371Z,"Nicobar Islands, India region",earthquake,NA,15.8,NA,21,reviewed,us,us
2005-02-02T01:30:22.280Z,9.962,93.96,39.5,5.5,mwc,176,62,NA,0.98,us,usp000dfct,2016-11-10T01:00:48.831Z,"Nicobar Islands, India region",earthquake,NA,9,NA,NA,reviewed,us,hrv
2005-02-02T00:52:42.150Z,8.171,94.265,18.5,4.8,mwc,47,81.7,NA,0.8,us,usp000dfcq,2016-11-10T01:00:48.335Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-02-01T23:02:59.600Z,7.82,94.228,30,4.4,mb,10,112.4,NA,1.46,us,usp000dfch,2014-11-07T01:24:53.791Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,8,reviewed,us,us
2005-02-01T20:19:59.580Z,7.869,94.015,18.1,4.9,mb,31,100.5,NA,1.06,us,usp000dfcb,2014-11-07T01:24:53.709Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,25,reviewed,us,us
2005-02-01T19:35:06.970Z,9.774,94.001,30,4.5,mb,7,190.3,NA,0.56,us,usp000dfca,2014-11-07T01:24:53.704Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,6,reviewed,us,us
2005-02-01T18:27:57.840Z,4.748,94.16,30,4.8,mb,8,210.1,NA,0.43,us,usp000dfc5,2014-11-07T01:24:53.668Z,off the west coast of northern Sumatra,earthquake,NA,NA,NA,6,reviewed,us,us
2005-02-01T15:54:12.030Z,9.959,94.099,25.2,4.9,mwc,52,74.2,NA,1.05,us,usp000dfbu,2016-11-10T01:00:46.846Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-02-01T14:38:39.700Z,9.862,94.044,30,4.7,mb,13,187.8,NA,1.18,us,usp000dfbp,2014-11-07T01:24:53.298Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,12,reviewed,us,us
2005-02-01T14:15:49.100Z,5.185,94.557,24,5.3,mwc,254,59.4,NA,0.73,us,usp000dfbm,2016-11-10T01:00:46.343Z,"northern Sumatra, Indonesia",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-02-01T13:54:38.040Z,9.988,93.993,43.6,5.3,mwc,92,100.5,NA,0.79,us,usp000dfbj,2016-11-10T01:00:45.801Z,"Nicobar Islands, India region",earthquake,NA,10.4,NA,NA,reviewed,us,hrv
2005-02-01T13:41:53.190Z,8.113,94.14,19.1,5.2,mwc,114,81.5,NA,1.01,us,usp000dfbg,2016-11-10T01:00:45.296Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-02-01T10:35:16.890Z,9.99,93.959,32,5.4,mwc,242,59.1,NA,0.98,us,usp000dfb9,2016-11-10T01:00:44.793Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-02-01T06:02:11.810Z,5.511,94.779,30,4.9,mb,10,149.1,NA,0.81,us,usp000dfb0,2014-11-07T01:24:52.603Z,"northern Sumatra, Indonesia",earthquake,NA,NA,NA,6,reviewed,us,us
2005-02-01T04:41:35.470Z,12.884,92.54,30,4.9,mb,30,76.9,NA,1.1,us,usp000dfau,2014-11-07T01:24:52.501Z,"Andaman Islands, India region",earthquake,NA,NA,NA,19,reviewed,us,us
2005-02-01T02:49:21.590Z,5.098,94.589,30,4.9,mb,56,137.1,NA,0.53,us,usp000dfar,2014-11-07T01:24:52.417Z,"northern Sumatra, Indonesia",earthquake,NA,NA,NA,36,reviewed,us,us
2005-02-01T01:08:01.980Z,7.929,94.065,15.9,5.2,mwc,113,65.7,NA,1.2,us,usp000dfak,2016-11-10T01:00:42.775Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-02-01T00:02:07.770Z,8.803,93.658,30,4.6,mb,9,215.4,NA,1.24,us,usp000dfag,2014-11-07T01:24:51.473Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,10,reviewed,us,us
2005-01-31T23:51:19.210Z,9.347,93.006,30,4.6,mb,9,135.5,NA,1.65,us,usp000dfaf,2014-11-07T01:24:50.305Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,4,reviewed,us,us
2005-01-31T22:34:37.170Z,7.727,94,30,4.7,mb,13,116,NA,0.77,us,usp000dfae,2014-11-07T01:24:50.304Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,10,reviewed,us,us
2005-01-31T22:30:42.780Z,6.607,92.726,30,4.2,mb,5,214.9,NA,0.61,us,usp000dfad,2014-11-07T01:24:50.302Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,2,reviewed,us,us
2005-01-31T20:42:50.330Z,14.413,92.198,30,4.9,mb,16,105.8,NA,1,us,usp000dfa9,2014-11-07T01:24:50.294Z,"Andaman Islands, India region",earthquake,NA,NA,NA,9,reviewed,us,us
2005-01-31T18:09:11.840Z,7.452,92.909,30,4.4,mb,9,205.2,NA,1.34,us,usp000dfa5,2014-11-07T01:24:50.257Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,7,reviewed,us,us
2005-01-31T16:49:22.220Z,8.054,94.303,19.2,4.6,mb,19,115.6,NA,1.06,us,usp000dfa2,2014-11-07T01:24:50.246Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,17,reviewed,us,us
2005-01-31T16:30:17.150Z,8.072,94.055,20,5.1,mwc,81,115.7,NA,0.89,us,usp000dfa0,2016-11-10T01:00:40.583Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-01-31T13:35:08.230Z,8.196,94.445,15.9,4.5,mb,7,176.2,NA,0.93,us,usp000df9v,2014-11-07T01:24:50.152Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,7,reviewed,us,us
2005-01-31T13:14:33.270Z,8.167,94.265,22.1,5.1,mwc,72,107.6,NA,0.76,us,usp000df9t,2016-11-10T01:00:39.591Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-01-31T12:06:37.710Z,8.025,94.389,23.5,4.8,mb,17,115.6,NA,1.26,us,usp000df9r,2014-11-07T01:24:50.137Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,16,reviewed,us,us
2005-01-31T09:19:27.740Z,13.621,92.815,30,4.3,mb,8,187.2,NA,0.61,us,usp000df9j,2014-11-07T01:24:50.085Z,"Andaman Islands, India region",earthquake,NA,NA,NA,6,reviewed,us,us
2005-01-31T08:56:17.740Z,7.916,93.958,30,4.2,mb,6,211.4,NA,0.42,us,usp000df9h,2014-11-07T01:24:50.084Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,4,reviewed,us,us
2005-01-31T08:15:05.900Z,7.981,94.26,18.8,5.1,mwc,81,81.8,NA,1.16,us,usp000df9f,2016-11-10T01:00:39.076Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-01-31T07:46:09.640Z,8.274,94.372,30,4.4,mb,7,124.4,NA,1.49,us,usp000df9e,2014-11-07T01:24:50.073Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,6,reviewed,us,us
2005-01-31T06:04:27.470Z,8.219,94.33,30,4.5,mb,11,124.5,NA,1,us,usp000df98,2014-11-07T01:24:50.051Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,8,reviewed,us,us
2005-01-31T05:43:31.800Z,8.263,94.527,30,4.7,mb,11,175.8,NA,1.2,us,usp000df97,2014-11-07T01:24:50.050Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,10,reviewed,us,us
2005-01-31T05:32:50.690Z,7.84,94.129,18.4,4.7,mb,23,102,NA,1.39,us,usp000df96,2014-11-07T01:24:50.048Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,19,reviewed,us,us
2005-01-31T05:15:22.220Z,7.533,93.781,30,4.3,mb,5,217.1,NA,0.79,us,usp000df94,2014-11-07T01:24:50.044Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,4,reviewed,us,us
2005-01-31T04:38:07.410Z,7.987,93.955,18.9,4.3,mb,6,189.4,NA,1.27,us,usp000df92,2014-11-07T01:24:50.042Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,4,reviewed,us,us
2005-01-31T04:32:11.730Z,8.094,94.539,30,4.7,mb,18,124.5,NA,1.46,us,usp000df91,2014-11-07T01:24:50.040Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,12,reviewed,us,us
2005-01-31T04:24:40.040Z,8.001,94.262,30,4.7,mb,37,81.8,NA,1.1,us,usp000df90,2014-11-07T01:24:50.036Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,23,reviewed,us,us
2005-01-31T03:17:19.360Z,8.17,94.349,16.8,4.7,mb,24,103.6,NA,1.09,us,usp000df8v,2014-11-07T01:24:50.025Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,19,reviewed,us,us
2005-01-31T03:08:16.140Z,5.18,94.365,54.1,4.7,mb,58,146.8,NA,0.83,us,usp000df8u,2014-11-07T01:24:50.020Z,"northern Sumatra, Indonesia",earthquake,NA,10.9,NA,35,reviewed,us,us
2005-01-31T03:02:50.010Z,13.228,92.942,30,4.7,mb,26,90.9,NA,1.09,us,usp000df8t,2014-11-07T01:24:50.018Z,"Andaman Islands, India region",earthquake,NA,NA,NA,13,reviewed,us,us
2005-01-31T02:50:25.370Z,8.018,94.495,30,4.4,mb,10,234.3,NA,0.88,us,usp000df8s,2014-11-07T01:24:50.016Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,8,reviewed,us,us
2005-01-31T02:20:43.950Z,8.13,94.199,24.2,4.8,mwc,81,81.6,NA,0.78,us,usp000df8r,2016-11-10T01:00:38.103Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-01-30T21:39:03.420Z,8.222,94.282,20.9,5.3,mwc,140,63.2,NA,0.77,us,usp000df8j,2016-11-10T01:00:36.251Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-01-30T15:33:13.510Z,8.117,94.056,18.6,5.5,mwc,300,59.2,NA,0.82,us,usp000df81,2016-11-10T01:00:34.798Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-01-30T14:26:29.800Z,7.637,93.688,30,4.3,mb,6,207.9,NA,0.91,us,usp000df7x,2014-11-07T01:24:49.819Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,4,reviewed,us,us
2005-01-30T12:01:06.710Z,8.405,94.712,30,4.4,mb,7,140.9,NA,1.34,us,usp000df7t,2014-11-07T01:24:49.811Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,4,reviewed,us,us
2005-01-30T10:40:17.780Z,8.066,94.359,20.2,4.8,mb,59,103.6,NA,0.84,us,usp000df7p,2014-11-07T01:24:49.799Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,34,reviewed,us,us
2005-01-30T10:32:54.020Z,8.076,94.228,21.7,5,mwc,57,63.2,NA,1.21,us,usp000df7m,2016-11-10T01:00:34.302Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-01-30T09:47:31.500Z,7.917,94.376,30,4.7,mb,10,286.9,NA,1.01,us,usp000df7h,2014-11-07T01:24:49.780Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,7,reviewed,us,us
2005-01-30T08:49:36.800Z,8.007,94.023,21.2,5.2,mwc,113,62.9,NA,1.16,us,usp000df7d,2016-11-10T01:00:33.799Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-01-30T07:34:17.120Z,8.342,94.252,30,4.4,mb,12,137.4,NA,1.03,us,usp000df77,2014-11-07T01:24:49.718Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,8,reviewed,us,us
2005-01-30T07:12:35.410Z,8.115,94.292,19.4,4.6,mb,22,124.6,NA,0.53,us,usp000df76,2014-11-07T01:24:49.716Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,13,reviewed,us,us
2005-01-30T07:02:26.670Z,13.154,92.932,43.4,5.1,mwc,99,82.4,NA,1.24,us,usp000df74,2016-11-10T01:00:31.777Z,"Andaman Islands, India region",earthquake,NA,11.3,NA,NA,reviewed,us,hrv
2005-01-30T06:56:51.800Z,8.078,94.184,21.6,4.7,mb,33,217.6,NA,1.03,us,usp000df73,2014-11-07T01:24:49.676Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,17,reviewed,us,us
2005-01-30T06:36:59.800Z,7.708,94.13,20.2,4.8,mb,40,81.6,NA,1.31,us,usp000df71,2014-11-07T01:24:49.670Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,21,reviewed,us,us
2005-01-30T06:26:15.380Z,13.784,93.147,21.8,5.1,mwc,48,76.5,NA,1.04,us,usp000df70,2016-11-10T01:00:31.256Z,"Andaman Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-01-30T06:08:06.610Z,8.135,94.25,19.7,4.7,mb,52,103.6,NA,0.86,us,usp000df6z,2014-11-07T01:24:49.658Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,24,reviewed,us,us
2005-01-30T05:28:40.220Z,8.023,94.079,30,4.6,mb,31,83.1,NA,0.88,us,usp000df6y,2014-11-07T01:24:49.654Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,19,reviewed,us,us
2005-01-30T05:00:05.280Z,8.043,94.197,30,4.7,mb,45,81.6,NA,0.94,us,usp000df6w,2014-11-07T01:24:49.638Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,27,reviewed,us,us
